x,y,z
-0.0002639691106670616,-0.10198574489382606,67.55472647677236
-0.026645967305416636,0.02147068313554726,57.461226833801994
0.005047164131965928,0.016950539317555843,45.507558876214524
0.021819621532918658,0.013382004724379892,35.89808027792084
-0.013489668276755238,0.01056474057185841,28.726044431992108
0.01431961224851207,0.008340584661974126,22.828926702110287
0.02472807419301827,0.006584672101586642,18.12416217229017
0.03328889317958787,0.005198425343343541,14.306302819590881
0.05697205632140853,0.004104020007894213,11.297148301396062
0.04752880968860228,0.0032400157957395564,8.967507691583416
-0.322421906358043,0.030179745174711836,1.5305147106328345
-0.3153467126503039,0.024953751621967224,0.8315510147572933
0.14268297619750261,-0.009049144750053213,6.955905431836922
0.15858811351949248,-0.007144061644780153,5.808505386493806
0.14313254890507593,-0.00564004866690504,4.870843771040665
0.13856663109738823,-0.004452670000201428,4.250624307187824
0.1298241181587353,-0.00351526578964631,3.754228794843163
0.11988806406446928,-0.0027752098339366843,3.4142852427061747
0.10842458033848201,-0.0021909551320420384,3.1712899168918067
0.10117837410097508,-0.0017297014200320926,3.0695768343643026
0.09166618201163812,-0.0013655537526640824,3.024806020343327
-0.44916676591351323,0.013588627245011281,1.7323291724950884
-0.17725238980982705,-0.003211604552411096,0.20371569860143346
-0.03792584202914277,-0.01243446415623295,1.1268700454765295
0.08769150772749107,-0.024666434296438666,3.2910020849324297
0.05180085378059629,0.004548010355288727,5.109754464257283
0.04402492660995852,0.0035905344910108425,5.042289706362096
0.03687730173814163,0.0028346324929061062,4.825180971213871
0.021339511755975482,0.0022378677575576357,4.963814889644078
0.02557182328494484,0.0017667377033309811,5.036544382347361
0.02134623946842157,0.0013947929236781537,5.175957656875759
0.017183494579896652,0.0011011523081755,5.324734469460175
0.012624123450069913,0.0008693307696101826,5.490320200702895
0.013345327930577966,0.0006863137654846904,5.663277189673225
0.008632096700141478,0.0005418266569583337,5.804813352302956
-0.00030052555187032315,0.0004277578870741719,5.989920556196781
0.0016283776162486219,0.0003377035950580774,6.146795675179234
0.0005670706794291824,0.0002666081013653378,6.3212156921922285
-0.01130565817344531,0.00021048008002266458,6.482066255476142
-0.007957178592756131,0.00016616848422549776,6.658742788933436
-0.01141064684993276,0.00013118564544476602,6.8035207069141075
-0.020286970202556653,0.0001035676148205926,6.963719419092432
-0.02477359131977147,8.1763906441875e-05,7.079998030375806
-0.03600773503847554,6.455045245112173e-05,7.222648766709314
-0.049816028262959056,5.0960883515253214e-05,7.349647800541614
-0.06215255748130866,4.023227645824634e-05,7.464852693580249
-0.08927651902484124,3.1762323520010544e-05,7.583738959182023
-0.12107302750871365,2.5075518568680455e-05,7.66079365311525
-0.1926710711127973,1.979646202694696e-05,7.721793435174408
-0.2678316148222099,1.562878581152366e-05,7.743127273293275
-0.3341949586484539,1.2338515117601978e-05,7.781832402325339
-0.35866187100884783,9.740932982102435e-06,7.857045756518129
-0.34259753178897523,7.690210252452034e-06,7.969661825581071
-0.283193388701374,6.071218618119989e-06,8.140561678319843
-0.2361046158370912,4.793067333655476e-06,8.313391084245364
-0.1817298220110768,3.784000531317777e-06,8.4612951048817
-0.14059341880673792,2.987368835812021e-06,8.592777277072857
-0.10526609390788355,2.3584490766587196e-06,8.701765035412398
-0.02912864893245448,1.8619334893332784e-06,9.004511210417213
-0.049114231144102405,1.469947484046552e-06,9.09042887573182
-0.04956168673384509,1.1604848523111277e-06,9.145203436788067
-0.0434411222460489,9.161722569830943e-07,9.205971852570368
-0.05349118642486639,7.232938839876746e-07,9.232386641852322
-0.049213051788030704,5.710214957127535e-07,9.272717060576339
-0.04123986618519293,4.5080643645140084e-07,9.302881016980388
